"Name","API Name","Memory","Compute Units (ECU)","vCPUs","GPUs","GPU model","GPU memory","CUDA Compute Capability","FPGAs","ECU per vCPU","Physical Processor","Clock Speed(GHz)","Intel AVX","Intel AVX2","Intel AVX-512","Intel Turbo","Instance Storage","Instance Storage: already warmed-up","Instance Storage: SSD TRIM Support","Arch","Network Performance","EBS Optimized: Max Bandwidth","EBS Optimized: Max Throughput (128K)","EBS Optimized: Max IOPS (16K)","EBS Exposed as NVMe","Max IPs","Max ENIs","Enhanced Networking","VPC Only","IPv6 Support","Placement Group Support","Linux Virtualization","On EMR","Linux On Demand cost","Linux Reserved cost","RHEL On Demand cost","RHEL Reserved cost","SLES On Demand cost","SLES Reserved cost","Windows On Demand cost","Windows Reserved cost","Windows SQL Web On Demand cost","Windows SQL Web Reserved cost","Windows SQL Std On Demand cost","Windows SQL Std Reserved cost","Windows SQL Ent On Demand cost","Windows SQL Ent Reserved cost","Linux SQL Web On Demand cost","Linux SQL Web Reserved cost","Linux SQL Std On Demand cost","Linux SQL Std Reserved cost","Linux SQL Ent On Demand cost","Linux SQL Ent Reserved cost","EBS Optimized surcharge","EMR cost"
"M5 General Purpose Metal","m5d.metal","384.0 GiB","345 units","96 vCPUs","0","None","0 GiB","0","0","3.594 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","3600 GiB               (4 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$5.424000 hourly","$3.417000 hourly","$5.554 hourly","$3.547 hourly","$5.524 hourly","$3.45 hourly","$9.840000 hourly","$7.833000 hourly","$11.462 hourly","$9.456 hourly","$21.36 hourly","$19.353 hourly","$45.84 hourly","$43.833 hourly","$7.046 hourly","$5.04 hourly","$16.944 hourly","$14.937 hourly","$41.424 hourly","$39.417 hourly","0","unavailable"
"M5 General Purpose Quadruple Extra Large","m5.4xlarge","64.0 GiB","70 units","16 vCPUs","0","None","0 GiB","0","0","4.375 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","Yes","$0.768000 hourly","$0.484000 hourly","$0.898 hourly","$0.614 hourly","$0.868 hourly","$0.517 hourly","$1.504000 hourly","$1.220000 hourly","$1.774 hourly","$1.49 hourly","$3.424 hourly","$3.14 hourly","$7.504 hourly","$7.22 hourly","$1.038 hourly","$0.754 hourly","$2.688 hourly","$2.404 hourly","$6.768 hourly","$6.484 hourly","0","$0.192 hourly"
"Z1D Extra Large","z1d.xlarge","32.0 GiB","23 units","4 vCPUs","0","None","0 GiB","0","0","5.75 units","Intel Xeon Platinum 8151","4 GHz","Yes","Yes","Yes","Yes","150 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","3170.0 Mbps","396.25 Mbps","13333.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","HVM","Yes","$0.372000 hourly","$0.234000 hourly","$0.432 hourly","$0.294 hourly","$0.497 hourly","$0.284 hourly","$0.556000 hourly","$0.418000 hourly","$0.624 hourly","$0.486 hourly","$1.036 hourly","$0.898 hourly","$2.056 hourly","$1.918 hourly","$0.44 hourly","$0.302 hourly","$0.852 hourly","$0.714 hourly","$1.872 hourly","$1.734 hourly","0","$0.093 hourly"
"C5 High-CPU 12xlarge","c5d.12xlarge","96.0 GiB","188 units","48 vCPUs","0","None","0 GiB","0","0","3.917 units","Intel Xeon Platinum 8275L","3 GHz","Yes","Yes","Yes","Yes","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","12 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","No","$2.304000 hourly","$1.452000 hourly","$2.434 hourly","$1.582 hourly","$2.404 hourly","$1.485 hourly","$4.512000 hourly","$3.660000 hourly","$5.323 hourly","$4.471 hourly","$10.272 hourly","$9.42 hourly","$22.512 hourly","$21.66 hourly","$3.115 hourly","$2.263 hourly","$8.064 hourly","$7.212 hourly","$20.304 hourly","$19.452 hourly","0","unavailable"
"R5D Eight Extra Large","r5d.8xlarge","256.0 GiB","128 units","32 vCPUs","0","None","0 GiB","0","0","4 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","1200 GiB               (2 * 600 GiB NVMe SSD)","Yes","Yes","64-bit","10 Gigabit","6800.0 Mbps","850.0 Mbps","30000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","No","$2.304000 hourly","$1.452000 hourly","$2.434 hourly","$1.582 hourly","$2.454 hourly","$1.512 hourly","$3.776000 hourly","$2.924000 hourly","$4.317 hourly","$3.464 hourly","$7.616 hourly","$6.764 hourly","$15.776 hourly","$14.924 hourly","$2.845 hourly","$1.992 hourly","$6.144 hourly","$5.292 hourly","$14.304 hourly","$13.452 hourly","0","unavailable"
"T3 Double Extra Large","t3.2xlarge","32.0 GiB","Base performance:                 320%","8 vCPUs                                                   for a                 9h 36m                 burst","0","None","0 GiB","0","0","Burstable","Intel Skylake E5 2686 v5","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 5 Gigabit","2780.0 Mbps","347.5 Mbps","15700.0 IOPS","Yes","60","4","No","Yes","Yes","No","Unknown","No","$0.332800 hourly","$0.208600 hourly","$0.4628 hourly","$0.3386 hourly","$0.4828 hourly","$0.2686 hourly","$0.480000 hourly","$0.355800 hourly","$0.6152 hourly","$0.491 hourly","$1.44 hourly","$1.3158 hourly","$3.48 hourly","$3.3558 hourly","$0.468 hourly","$0.3438 hourly","$1.2928 hourly","$1.1686 hourly","$3.3328 hourly","$3.2086 hourly","0","unavailable"
"D3EN Double Extra Large","d3en.2xlarge","32.0 GiB","0 units","8 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","Yes","Yes","Yes","Yes","55920 GiB               (4 * 13980 GiB HDD)","Yes","N/A","64-bit","Up to 25 Gigabit","25000.0 Mbps","3125.0 Mbps","15000.0 IOPS","Yes","20","4","Yes","Yes","Yes","No","Unknown","No","$1.051000 hourly","$0.662000 hourly","$1.181 hourly","$0.792 hourly","$1.201 hourly","$0.722 hourly","$1.419000 hourly","$1.030000 hourly","$1.555 hourly","$1.166 hourly","$2.379 hourly","$1.99 hourly","$4.419 hourly","$4.03 hourly","$1.187 hourly","$0.798 hourly","$2.011 hourly","$1.622 hourly","$4.051 hourly","$3.662 hourly","0","unavailable"
"M5 General Purpose Eight Extra Large","m5d.8xlarge","128.0 GiB","128 units","32 vCPUs","0","None","0 GiB","0","0","4 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","1200 GiB               (2 * 600 GiB NVMe SSD)","Yes","Yes","64-bit","10 Gigabit","6800.0 Mbps","850.0 Mbps","30000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","No","$1.808000 hourly","$1.139000 hourly","$1.938 hourly","$1.269 hourly","$1.908 hourly","$1.172 hourly","$3.280000 hourly","$2.611000 hourly","$3.821 hourly","$3.152 hourly","$7.12 hourly","$6.451 hourly","$15.28 hourly","$14.611 hourly","$2.349 hourly","$1.68 hourly","$5.648 hourly","$4.979 hourly","$13.808 hourly","$13.139 hourly","0","unavailable"
"M5ZN Extra Large","m5zn.xlarge","16.0 GiB","0 units","4 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8252","4.5 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","3170.0 Mbps","396.25 Mbps","13333.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","Unknown","No","$0.330300 hourly","$0.208100 hourly","$0.3903 hourly","$0.2681 hourly","$0.4553 hourly","$0.2581 hourly","$0.514300 hourly","$0.392100 hourly","$0.5819 hourly","$0.4597 hourly","$0.9943 hourly","$0.8721 hourly","$2.0143 hourly","$1.8921 hourly","$0.3979 hourly","$0.2757 hourly","$0.8103 hourly","$0.6881 hourly","$1.8303 hourly","$1.7081 hourly","0","unavailable"
"M5 General Purpose 16xlarge","m5.16xlarge","256.0 GiB","256 units","64 vCPUs","0","None","0 GiB","0","0","4 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","20 Gigabit","13600.0 Mbps","1700.0 Mbps","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$3.072000 hourly","$1.935000 hourly","$3.202 hourly","$2.065 hourly","$3.172 hourly","$1.968 hourly","$6.016000 hourly","$4.879000 hourly","$7.098 hourly","$5.961 hourly","$13.696 hourly","$12.559 hourly","$30.016 hourly","$28.879 hourly","$4.154 hourly","$3.017 hourly","$10.752 hourly","$9.615 hourly","$27.072 hourly","$25.935 hourly","0","unavailable"
"Z1D Metal","z1d.metal","384.0 GiB","271 units","48 vCPUs","0","None","0 GiB","0","0","5.646 units","Intel Xeon Platinum 8151","4 GHz","Yes","Yes","Yes","Yes","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","25 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$4.464000 hourly","$2.812000 hourly","$4.594 hourly","$2.942 hourly","$4.614 hourly","$2.872 hourly","$6.672000 hourly","$5.020000 hourly","$7.483 hourly","$5.832 hourly","$12.432 hourly","$10.78 hourly","$24.672 hourly","$23.02 hourly","$5.275 hourly","$3.624 hourly","$10.224 hourly","$8.572 hourly","$22.464 hourly","$20.812 hourly","0","unavailable"
"G4DN 12xlarge","g4dn.12xlarge","192.0 GiB","0 units","48 vCPUs","4","NVIDIA T4 Tensor Core","64 GiB","7.5","0","0 units","Intel Xeon Family","2.5 GHz","Yes","Yes","Yes","Yes","900 GiB               NVMe SSD","Yes","Yes","64-bit","50 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","No","$3.912000 hourly","$2.465000 hourly","$4.042 hourly","$2.595 hourly","$4.062 hourly","$2.525 hourly","$6.120000 hourly","$4.673000 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"R5 Quadruple Extra Large","r5.4xlarge","128.0 GiB","70 units","16 vCPUs","0","None","0 GiB","0","0","4.375 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","Yes","$1.008000 hourly","$0.635000 hourly","$1.138 hourly","$0.765 hourly","$1.158 hourly","$0.695 hourly","$1.744000 hourly","$1.371000 hourly","$2.014 hourly","$1.641 hourly","$3.664 hourly","$3.291 hourly","$7.744 hourly","$7.371 hourly","$1.278 hourly","$0.905 hourly","$2.928 hourly","$2.555 hourly","$7.008 hourly","$6.635 hourly","0","$0.252 hourly"
"R5D Double Extra Large","r5d.2xlarge","64.0 GiB","37 units","8 vCPUs","0","None","0 GiB","0","0","4.625 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","300 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","HVM","Yes","$0.576000 hourly","$0.363000 hourly","$0.706 hourly","$0.493 hourly","$0.726 hourly","$0.423 hourly","$0.944000 hourly","$0.731000 hourly","$1.079 hourly","$0.866 hourly","$1.904 hourly","$1.691 hourly","$3.944 hourly","$3.731 hourly","$0.711 hourly","$0.498 hourly","$1.536 hourly","$1.323 hourly","$3.576 hourly","$3.363 hourly","0","$0.144 hourly"
"R5 Large","r5.large","16.0 GiB","10 units","2 vCPUs","0","None","0 GiB","0","0","5 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","HVM","No","$0.126000 hourly","$0.079000 hourly","$0.186 hourly","$0.139 hourly","$0.189 hourly","$0.104 hourly","$0.218000 hourly","$0.171000 hourly","$0.286 hourly","$0.239 hourly","$0.698 hourly","$0.651 hourly","unavailable","unavailable","$0.194 hourly","$0.147 hourly","$0.606 hourly","$0.559 hourly","unavailable","unavailable","0","unavailable"
"Z1D Large","z1d.large","16.0 GiB","12 units","2 vCPUs","0","None","0 GiB","0","0","6 units","Intel Xeon Platinum 8151","4 GHz","Yes","Yes","Yes","Yes","75 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","3170.0 Mbps","396.25 Mbps","13333.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","HVM","No","$0.186000 hourly","$0.117000 hourly","$0.246 hourly","$0.177 hourly","$0.249 hourly","$0.142 hourly","$0.278000 hourly","$0.209000 hourly","$0.346 hourly","$0.277 hourly","$0.758 hourly","$0.689 hourly","unavailable","unavailable","$0.254 hourly","$0.185 hourly","$0.666 hourly","$0.597 hourly","unavailable","unavailable","0","unavailable"
"I3EN Large","i3en.large","16.0 GiB","10 units","2 vCPUs","0","None","0 GiB","0","0","5 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","1250 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","$0.226000 hourly","$0.154000 hourly","$0.286 hourly","$0.214 hourly","$0.289 hourly","$0.179 hourly","$0.318000 hourly","$0.246000 hourly","$0.386 hourly","$0.314 hourly","$0.798 hourly","$0.726 hourly","unavailable","unavailable","$0.294 hourly","$0.222 hourly","$0.706 hourly","$0.634 hourly","unavailable","unavailable","0","unavailable"
"C5N Metal","c5n.metal","192.0 GiB","0 units","72 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","100 Gigabit","19000.0 Mbps","2375.0 Mbps","80000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","Unknown","No","$3.888000 hourly","$2.449000 hourly","$4.018 hourly","$2.579 hourly","$4.038 hourly","$2.509 hourly","$7.200000 hourly","$5.761000 hourly","$8.417 hourly","$6.978 hourly","$15.84 hourly","$14.401 hourly","$34.2 hourly","$32.761 hourly","$5.105 hourly","$3.666 hourly","$12.528 hourly","$11.089 hourly","$30.888 hourly","$29.449 hourly","0","unavailable"
"C5 High-CPU 9xlarge","c5d.9xlarge","72.0 GiB","139 units","36 vCPUs","0","None","0 GiB","0","0","3.861 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","900 GiB               NVMe SSD","Yes","Yes","64-bit","10 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","Yes","$1.728000 hourly","$1.089000 hourly","$1.858 hourly","$1.219 hourly","$1.828 hourly","$1.122 hourly","$3.384000 hourly","$2.745000 hourly","$3.992 hourly","$3.353 hourly","$7.704 hourly","$7.065 hourly","$16.884 hourly","$16.245 hourly","$2.336 hourly","$1.697 hourly","$6.048 hourly","$5.409 hourly","$15.228 hourly","$14.589 hourly","0","$0.270 hourly"
"R5 Extra Large","r5.xlarge","32.0 GiB","19 units","4 vCPUs","0","None","0 GiB","0","0","4.75 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","60","4","Yes","Yes","Yes","No","HVM","Yes","$0.252000 hourly","$0.159000 hourly","$0.312 hourly","$0.219 hourly","$0.377 hourly","$0.209 hourly","$0.436000 hourly","$0.343000 hourly","$0.504 hourly","$0.41 hourly","$0.916 hourly","$0.823 hourly","$1.936 hourly","$1.843 hourly","$0.32 hourly","$0.226 hourly","$0.732 hourly","$0.639 hourly","$1.752 hourly","$1.659 hourly","0","$0.063 hourly"
"G4DN Extra Large","g4dn.xlarge","16.0 GiB","0 units","4 vCPUs","1","NVIDIA T4 Tensor Core","16 GiB","7.5","0","0 units","Intel Xeon Family","2.5 GHz","Yes","Yes","Yes","Yes","125 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 25 Gigabit","3500.0 Mbps","437.5 Mbps","20000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","$0.526000 hourly","$0.331000 hourly","$0.586 hourly","$0.391 hourly","$0.651 hourly","$0.381 hourly","$0.710000 hourly","$0.515000 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"R5D Large","r5d.large","16.0 GiB","10 units","2 vCPUs","0","None","0 GiB","0","0","5 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","75 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 10 Gigabit","4750.0 Mbps","593.75 Mbps","18750.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","HVM","No","$0.144000 hourly","$0.091000 hourly","$0.204 hourly","$0.151 hourly","$0.207 hourly","$0.116 hourly","$0.236000 hourly","$0.183000 hourly","$0.304 hourly","$0.25 hourly","$0.716 hourly","$0.663 hourly","unavailable","unavailable","$0.212 hourly","$0.158 hourly","$0.624 hourly","$0.571 hourly","unavailable","unavailable","0","unavailable"
"R5D 12xlarge","r5d.12xlarge","384.0 GiB","168 units","48 vCPUs","0","None","0 GiB","0","0","3.5 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","1800 GiB               (2 * 900 GiB NVMe SSD)","Yes","Yes","64-bit","10 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","Yes","$3.456000 hourly","$2.177000 hourly","$3.586 hourly","$2.307 hourly","$3.606 hourly","$2.237 hourly","$5.664000 hourly","$4.385000 hourly","$6.475 hourly","$5.196 hourly","$11.424 hourly","$10.145 hourly","$23.664 hourly","$22.385 hourly","$4.267 hourly","$2.988 hourly","$9.216 hourly","$7.937 hourly","$21.456 hourly","$20.177 hourly","0","$0.270 hourly"
"G4DN Quadruple Extra Large","g4dn.4xlarge","64.0 GiB","0 units","16 vCPUs","1","NVIDIA T4 Tensor Core","16 GiB","7.5","0","0 units","Intel Xeon Family","2.5 GHz","Yes","Yes","Yes","Yes","225 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","$1.204000 hourly","$0.759000 hourly","$1.334 hourly","$0.889 hourly","$1.354 hourly","$0.819 hourly","$1.940000 hourly","$1.495000 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"C5 High-CPU 12xlarge","c5.12xlarge","96.0 GiB","188 units","48 vCPUs","0","None","0 GiB","0","0","3.917 units","Intel Xeon Platinum 8275L","3 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","12 Gigabit","9500.0 Mbps","1187.5 Mbps","40000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","No","$2.040000 hourly","$1.285000 hourly","$2.17 hourly","$1.415 hourly","$2.14 hourly","$1.318 hourly","$4.248000 hourly","$3.493000 hourly","$5.059 hourly","$4.304 hourly","$10.008 hourly","$9.253 hourly","$22.248 hourly","$21.493 hourly","$2.851 hourly","$2.096 hourly","$7.8 hourly","$7.045 hourly","$20.04 hourly","$19.285 hourly","0","unavailable"
"C5N Quadruple Extra Large","c5n.4xlarge","42.0 GiB","73 units","16 vCPUs","0","None","0 GiB","0","0","4.562 units","Intel Xeon Platinum 8124M","3 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 25 Gigabit","4750.0 Mbps","593.75 Mbps","20000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","Unknown","Yes","$0.864000 hourly","$0.544000 hourly","$0.994 hourly","$0.674 hourly","$1.014 hourly","$0.604 hourly","$1.600000 hourly","$1.280000 hourly","$1.87 hourly","$1.551 hourly","$3.52 hourly","$3.2 hourly","$7.6 hourly","$7.28 hourly","$1.134 hourly","$0.815 hourly","$2.784 hourly","$2.464 hourly","$6.864 hourly","$6.544 hourly","0","$0.216 hourly"
"R5D 16xlarge","r5d.16xlarge","512.0 GiB","256 units","64 vCPUs","0","None","0 GiB","0","0","4 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","2400 GiB               (4 * 600 GiB NVMe SSD)","Yes","Yes","64-bit","20 Gigabit","13600.0 Mbps","1700.0 Mbps","60000.0 IOPS","Yes","750","15","Yes","Yes","Yes","No","HVM","No","$4.608000 hourly","$2.903000 hourly","$4.738 hourly","$3.033 hourly","$4.758 hourly","$2.963 hourly","$7.552000 hourly","$5.847000 hourly","$8.634 hourly","$6.929 hourly","$15.232 hourly","$13.527 hourly","$31.552 hourly","$29.847 hourly","$5.69 hourly","$3.985 hourly","$12.288 hourly","$10.583 hourly","$28.608 hourly","$26.903 hourly","0","unavailable"
"M5 General Purpose Eight Extra Large","m5.8xlarge","128.0 GiB","128 units","32 vCPUs","0","None","0 GiB","0","0","4 units","Intel Xeon Platinum 8175 (Skylake)","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","10 Gigabit","6800.0 Mbps","850.0 Mbps","30000.0 IOPS","Yes","240","8","Yes","Yes","Yes","No","HVM","No","$1.536000 hourly","$0.968000 hourly","$1.666 hourly","$1.098 hourly","$1.636 hourly","$1.001 hourly","$3.008000 hourly","$2.440000 hourly","$3.549 hourly","$2.98 hourly","$6.848 hourly","$6.28 hourly","$15.008 hourly","$14.44 hourly","$2.077 hourly","$1.508 hourly","$5.376 hourly","$4.808 hourly","$13.536 hourly","$12.968 hourly","0","unavailable"
"T3 Nano","t3.nano","0.5 GiB","Base performance:                 10%","2 vCPUs                                                   for a                 1h 12m                 burst","0","None","0 GiB","0","0","Burstable","Intel Skylake E5 2686 v5","3.1 GHz","Yes","Yes","Yes","Yes","EBS only","N/A","N/A","64-bit","Up to 5 Gigabit","2085.0 Mbps","260.57 Mbps","11800.0 IOPS","Yes","4","2","No","Yes","Yes","No","Unknown","No","$0.005200 hourly","$0.003300 hourly","unavailable","unavailable","$0.0052 hourly","$0.0073 hourly","$0.009800 hourly","$0.007900 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
"D3 Extra Large","d3.xlarge","32.0 GiB","0 units","4 vCPUs","0","None","0 GiB","0","0","0 units","Intel Xeon Platinum 8259 (Cascade Lake)","3.1 GHz","Yes","Yes","Yes","Yes","5940 GiB               (3 * 1980 GiB HDD)","Yes","N/A","64-bit","Up to 15 Gigabit","15000.0 Mbps","1875.0 Mbps","15000.0 IOPS","Yes","12","4","Yes","Yes","Yes","No","Unknown","No","$0.499000 hourly","$0.315000 hourly","$0.559 hourly","$0.375 hourly","$0.624 hourly","$0.365 hourly","$0.683000 hourly","$0.499000 hourly","$0.751 hourly","$0.566 hourly","$1.163 hourly","$0.979 hourly","$2.183 hourly","$1.999 hourly","$0.567 hourly","$0.382 hourly","$0.979 hourly","$0.795 hourly","$1.999 hourly","$1.815 hourly","0","unavailable"
"G4DN Double Extra Large","g4dn.2xlarge","32.0 GiB","0 units","8 vCPUs","1","NVIDIA T4 Tensor Core","16 GiB","7.5","0","0 units","Intel Xeon Family","2.5 GHz","Yes","Yes","Yes","Yes","225 GiB               NVMe SSD","Yes","Yes","64-bit","Up to 25 Gigabit","3500.0 Mbps","437.5 Mbps","20000.0 IOPS","Yes","30","3","Yes","Yes","Yes","No","Unknown","No","$0.752000 hourly","$0.474000 hourly","$0.882 hourly","$0.604 hourly","$0.902 hourly","$0.534 hourly","$1.120000 hourly","$0.842000 hourly","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","unavailable","0","unavailable"
